"GSM1873688","GSM1873721","GSM1873744","GSM1873750","GSM1873753","GSM1873754","GSM1873757","GSM1873758","GSM1873765","GSM1873777","GSM1873779","GSM1873780","GSM1873788","GSM1873792","GSM1873795","GSM1873797","GSM1873800","GSM1873805","GSM1873807","GSM1873809","GSM1873815","GSM1873817","GSM1873818","GSM1873823","GSM1873825","GSM1873829","GSM1873830","GSM1873832","GSM1873836","GSM1873845","GSM1873846","GSM1873847","GSM1873853","GSM1873856","GSM1873863","GSM1873864","GSM1873867","GSM1873871","GSM1873874","GSM1873882","GSM1873883","GSM1873886","GSM1873897","GSM1873898","GSM1873902","GSM1873904","GSM1873907","GSM1873910","GSM1873911","GSM1873912","GSM1873913","GSM1873914","GSM1873915","GSM1873916","GSM1873917","GSM1873918","GSM1873919","GSM1873920","GSM1873921","GSM1873922","GSM1873924","GSM1873926","GSM1873928","GSM1873930"
"cg19204958",0.666208066913742,0.778115915865978,0.633984409834024,0.69756796562009,0.871751458410965,0.87012618987984,0.84298930383712,0.743711503165631,0.745067354893223,0.816623911314016,0.751557454814032,0.727542132024945,0.638962214538118,0.667269603301682,0.577962093122476,0.518939169150053,0.652130391607564,0.809517957106672,0.739449530380737,0.327721626942009,0.732515881742966,0.780340576740967,0.856110538618758,0.831633866858516,0.703361265342737,0.590607283454609,0.843525856123623,0.724101785788299,0.877669092431139,0.693672531571553,0.709866202157684,0.811851668399654,0.72124256514527,0.827921645465629,0.269795540607201,0.723729941284049,0.797733687211068,0.686818148395292,0.682595165156147,0.724764136551302,0.758936551379159,0.763191571871349,0.801669143139344,0.580705099282889,0.41420843057434,0.192757854718488,0.533653274703812,0.699130333791964,0.693161568943653,0.703265938035355,0.76139466768095,0.732204379182777,0.776872523098806,0.655492099783633,0.778434971497789,0.734664182424886,0.508657485143229,0.597482515546633,0.722136932182541,0.68041168513928,0.746490434413424,0.730038012222984,0.79471670004246,0.663992478726724
"cg01117269",0.8908101,0.9076923,0.9123014,0.8782227,0.96741,0.9482379,0.9490666,0.9314111,0.9120879,0.9470849,0.9469836,0.9571814,0.8421426,0.89762,0.9346154,0.9503312,0.8602357,0.9680092,0.9681648,0.9019698,0.9521005,0.9425718,0.9515865,0.9231811,0.8738928,0.8484733,0.9475743,0.9371257,0.9571563,0.9703176,0.960637,0.973645,0.9575246,0.9568043,0.9639899,0.966159,0.9218429,0.9440827,0.9280344,0.9436921,0.9647142,0.8962231,0.9437219,0.9569703,0.9602814,0.9699952,0.9500237,0.9173813,0.9534521,0.9540678,0.9263465,0.9466035,0.9671269,0.9729217,0.9671218,0.9640306,0.9454429,0.9567164,0.9373843,0.9635743,0.931664,0.9582279,0.9681265,0.8581278
"cg18196295",0.554632,0.5241736,0.5897312,0.623603,0.5955175,0.6598951,0.5514565,0.5822569,0.6428475,0.6407119,0.5911819,0.6035061,0.5777018,0.6182304,0.6329628,0.5457956,0.5695953,0.6424976,0.5809781,0.6263544,0.6589564,0.6251786,0.6551308,0.5474392,0.5571966,0.5695347,0.5789734,0.5815363,0.6080127,0.6456669,0.6214051,0.5636757,0.6052217,0.6194043,0.6057067,0.5993665,0.5830308,0.5971093,0.6415403,0.5981815,0.5813356,0.6191632,0.648482,0.6186125,0.573131,0.6166611,0.5905981,0.5750195,0.5770089,0.5552884,0.5310613,0.5940145,0.5474168,0.5612093,0.5728818,0.5636067,0.5855443,0.6320578,0.5507568,0.5878885,0.5716077,0.5648855,0.6168165,0.5854876
"cg03979024",0.517846133556038,0.697262117355175,0.579143604558992,0.566716898082881,0.423630833593367,0.336554731374807,0.430876386996826,0.604652005598527,0.617131869646238,0.624551941974428,0.651653950820955,0.698384900259174,0.567236877632078,0.729791549072153,0.766356260429366,0.477845446383296,0.643572932133027,0.565282761425914,0.603709845194193,0.523797316146868,0.617347115187904,0.618212237273339,0.752854231833496,0.330022264886098,0.686919173015418,0.697427901665777,0.552703026682846,0.703540147508819,0.321833227248895,0.659258419376111,0.6443527588905,0.593131507430578,0.604396247952323,0.688422170002386,0.5948716364456,0.665563489064073,0.493600393759853,0.626786584019438,0.634439508342274,0.637276116322992,0.681402403727015,0.696953079687778,0.633391083833247,0.503028778316556,0.508961901403129,0.637331460761519,0.619796681782541,0.440958095539823,0.607526472163028,0.583458162641285,0.505264209446502,0.615745382706859,0.642586669564645,0.628086234212454,0.613655870985227,0.584704767101627,0.532420753450552,0.611180654640626,0.54715222942734,0.557280850551767,0.576520151619719,0.560247307259756,0.639382836577837,0.598167986881517
"cg02389931",0.892670465925657,0.920983250020554,0.919085774185683,0.946451268586869,0.970023688865453,0.959818174049018,0.927199408468998,0.93442829528494,0.897273337111977,0.949490237269238,0.942090385104042,0.961679338871477,0.922050306147669,0.927855180951554,0.960263140933242,0.932578433653227,0.938409910819029,0.943860750399918,0.967948412450451,0.85382337508131,0.964587643223428,0.936215637198099,0.968305673457652,0.945213795197706,0.940639688366777,0.927265343166498,0.903842236058229,0.974210024174892,0.969376716427075,0.950559164638605,0.951595693968433,0.967765353105397,0.946626596996796,0.927232727831107,0.96098384206168,0.945736783029127,0.907704474043806,0.939718262926708,0.944730009326388,0.93683414507154,0.93954296084797,0.944646385936595,0.9383788671002,0.938917411906684,0.956673657171458,0.964195963114237,0.946110896989642,0.950413527281913,0.943100213548103,0.96433199434789,0.935349456102684,0.944823879645186,0.972762487469073,0.955263726471726,0.936355572571861,0.921891657633983,0.961193772936523,0.942155163099827,0.949008651644983,0.963089679912406,0.932199087511347,0.944056978522796,0.956638102985855,0.949212534092467
"cg15212354",0.9305907,0.8872998,0.9487988,0.9589151,0.9475929,0.9542652,0.9513078,0.9635948,0.954385,0.9494565,0.9742069,0.9500297,0.9524464,0.9470808,0.9462275,0.9544932,0.9645247,0.9485924,0.957814,0.938476,0.9506016,0.9657364,0.9581195,0.9382023,0.9446965,0.9561179,0.9452752,0.9700065,0.9657648,0.9511443,0.9707105,0.974424,0.9574589,0.9616922,0.9305041,0.9587274,0.9095389,0.9365672,0.9454545,0.9431366,0.9664147,0.9648526,0.9403619,0.9653533,0.971806,0.9759202,0.9674086,0.9289618,0.9402262,0.9311584,0.9297218,0.947749,0.950048,0.9732031,0.9452723,0.9445923,0.9470028,0.9406545,0.9401976,0.9654621,0.9391965,0.9430454,0.9477649,0.9465503
"cg04806237",0.949498595025259,0.974575829091296,0.964017335194121,0.954060982060651,0.950209762831891,0.964438765386627,0.975886064762081,0.971715187759509,0.964647021112443,0.965120089480578,0.969930145244188,0.956917122926686,0.965547633719174,0.970923955121125,0.966206236595976,0.953126530381078,0.970504213956077,0.951954583622547,0.973658021547998,0.955469009299393,0.961738147587983,0.965834797030688,0.972224810447706,0.96504676329406,0.950419297522268,0.960915356479665,0.960952981886641,0.968232422393343,0.95582903045742,0.95946853333174,0.975870043550539,0.967682386364069,0.968458422497104,0.964821549738799,0.96765529080511,0.974985054488714,0.960185553159804,0.977537077546356,0.96618935942107,0.969600356238065,0.967537190210608,0.96662330603522,0.97558759038237,0.963802347973588,0.969937534216227,0.963316491485818,0.970815870018344,0.971886102151104,0.965181103788051,0.956449268393078,0.968127349969287,0.966083576465634,0.96042225936491,0.970429622150953,0.969720212670588,0.979867285894401,0.97749127539431,0.958970686063969,0.972545528985332,0.972897828384544,0.961256885629543,0.965818295761189,0.966884442504599,0.95383344568633
"cg08306029",0.879378329979806,0.920137465074147,0.905994429237416,0.868833581829011,0.96563212745433,0.967765027163862,0.924996879834075,0.941533975809155,0.886436529377719,0.904536778414498,0.834576722850907,0.936581634852591,0.858478994517777,0.910389511344651,0.941294503793076,0.908567299029104,0.876218940811186,0.842313081617103,0.86970258945703,0.738011640124879,0.887785016196127,0.868992561125927,0.902205245786851,0.955953117797289,0.909824284857327,0.919501773095084,0.934301616980362,0.894580829746418,0.953120966103066,0.931066360056517,0.866871866823808,0.870910631285442,0.909246147210934,0.886547041470706,0.914904453307099,0.914812654575323,0.931100543439486,0.908170981765596,0.930440127140527,0.912142699713226,0.882672132162283,0.873535834319175,0.887689352597645,0.856179273219885,0.905341510233719,0.871969107411034,0.926484911856415,0.798925506888064,0.905775819649306,0.868553276140408,0.951724580153249,0.868466626825936,0.898771539308603,0.922780778389351,0.898291484767319,0.849199563469063,0.938790890563931,0.88491234130798,0.889762448737634,0.887099495407091,0.894041851847412,0.851799467914107,0.898120763315301,0.893052271366726
"cg01308737",0.952367843693781,0.918643796734413,0.942955087083862,0.963414270268793,0.970260388567924,0.969284020291818,0.966921678271724,0.967240020800883,0.965464590500353,0.971726890094489,0.966685983661961,0.956262206894869,0.983673252429636,0.971609805307561,0.970370911196638,0.974348370253285,0.963919075071747,0.966605006561001,0.973322065368473,0.967415826225824,0.95993920712568,0.966611923574482,0.978642352132156,0.96468265883268,0.966781784134185,0.959534871556051,0.964996998362617,0.964964944468782,0.971227837480355,0.962677945247544,0.971848812384315,0.970550345262521,0.970701547078588,0.96946419885059,0.95872739640171,0.961511754195236,0.95887754509377,0.944964582537726,0.971911293801914,0.964494739603827,0.967639732364859,0.9684188225188,0.963504099177827,0.953192327008769,0.963654529449928,0.960277132381194,0.971441923632412,0.964752073588864,0.959246133222127,0.97030777476872,0.958744890093538,0.974589259346399,0.94637733077797,0.970019619417623,0.956261395024846,0.959595032194725,0.958092291850517,0.96482478440542,0.947434343300228,0.947485792738726,0.982772243044571,0.95164240032507,0.970327892428317,0.957493449461782
"cg14918503",0.913653878972603,0.923702407760592,0.929306357938281,0.927764116192992,0.939016923926721,0.932246281942926,0.934700985287091,0.919542974437333,0.932520653307812,0.957726201125083,0.945651530035377,0.944696628053337,0.922074192500327,0.93872951309161,0.941255506047114,0.934657490941866,0.952755822211508,0.963552896867602,0.942558876810494,0.909257465582356,0.933187348105839,0.94414617874134,0.945731224030568,0.942676177113795,0.926474301663763,0.967526761199826,0.947802314309625,0.926598661013265,0.946647768472983,0.932204611613165,0.941215569216608,0.939411801995625,0.96478588437761,0.942240427655859,0.918347129119212,0.952531999545916,0.91165053635478,0.914034726345681,0.954202798052802,0.937880852389596,0.935143691555475,0.940276644928476,0.946621642380634,0.939607819575272,0.950751527448549,0.939150155578271,0.962383207331249,0.910561224014882,0.923908066081245,0.911683624949434,0.945032590408223,0.938713861209711,0.920214353479529,0.954769795473799,0.92730271525559,0.942050776259101,0.921148828758358,0.916435540963462,0.93822878230496,0.926117427350083,0.929880063314602,0.918483208955111,0.925828034695009,0.944894528760055
"cg15727759",0.883036249341806,0.93442466027531,0.959515254409385,0.892781631822345,0.972254496198177,0.95894146471921,0.96959904524037,0.959861698695198,0.941411745950709,0.96761269343142,0.933138083632396,0.965374027243052,0.907897240458839,0.885164739045179,0.890576699334406,0.925509622035815,0.95120711002516,0.913814453296771,0.942086792623015,0.949548058271597,0.902157557646913,0.893734262643591,0.943138860279678,0.966339878394497,0.940490618043163,0.88354368532856,0.939226956493098,0.940429855589668,0.967435803762351,0.928036599690344,0.956108904320105,0.938154059695043,0.939236431423273,0.970843950823539,0.971659059605845,0.949966005752759,0.91689393333494,0.958034484060523,0.970561407035576,0.915922457868521,0.926922006162269,0.948094513244342,0.932968108133232,0.948782424468571,0.968436057296949,0.98106902810189,0.948386683740284,0.811691933916523,0.945077753723677,0.959253055837487,0.924583484843068,0.864100300344071,0.943486056600551,0.928864855509321,0.948770145797597,0.894600726420012,0.944347116689145,0.866761886296642,0.913528549195973,0.90153709400089,0.943058898005361,0.895479595365023,0.951699851409645,0.906634434824744
"cg16448401",0.946269211923876,0.937109377417252,0.966196509197717,0.970147306480517,0.955666687712624,0.976373324321016,0.96841152853099,0.965191427045804,0.967527188925775,0.964893875725705,0.956771490875639,0.964131202303211,0.962014131701318,0.955467747490867,0.963762207004654,0.954281346501656,0.963150322957937,0.957517992710317,0.976903808185924,0.955519173834337,0.973330825422897,0.9601226064953,0.979280340303927,0.967331773598432,0.951507549912355,0.960680006007496,0.955752152128669,0.967970903473793,0.948322672628203,0.963325489661582,0.952106443676119,0.972959007838092,0.976654538777269,0.964004154489128,0.958770981640983,0.972643481562356,0.961483074869273,0.955229316391678,0.965364951638163,0.971717065364768,0.957919118695228,0.966193995544973,0.968655864533201,0.96976998009251,0.966664822450146,0.965883021491278,0.974355912188957,0.950719024682124,0.960188596048803,0.965489632999724,0.960733098574706,0.972134366814713,0.968284402971077,0.973959807971985,0.972382264573195,0.958464654495836,0.964507112194991,0.958840964647702,0.967931057323938,0.956277318358209,0.974558430606967,0.971792917485574,0.972718783126149,0.965602324333221
"cg14466661",0.701715527877717,0.800481781760869,0.789425286918637,0.829993507383955,0.912631067372977,0.900301503934892,0.874819512648009,0.805815973225954,0.839977134177586,0.90514502641916,0.839948880634449,0.861405259708635,0.847081042840146,0.86532010248175,0.83793235639716,0.822690000910507,0.846846592532389,0.826258968534339,0.864395287244622,0.875791826255545,0.857069226292297,0.894013203907186,0.827255494383566,0.884731777256469,0.894301581069732,0.841359730711392,0.819913916251374,0.856601091065985,0.901404935772945,0.812679211671124,0.831492958075913,0.871115295939942,0.910538098780588,0.855107858782625,0.900863223273605,0.8518672160227,0.80090048091189,0.897484129865334,0.841336913294521,0.845749083057511,0.841038971866701,0.838261566051862,0.809853003546104,0.842401406721786,0.793891504927411,0.892813079621523,0.842900671132786,0.817524698104005,0.837099552348653,0.802652808732484,0.727850563193534,0.861635694670064,0.86022059545235,0.902137189096353,0.809407421461218,0.864435934834545,0.73428397634308,0.866869375198051,0.831917822953516,0.821387184104682,0.911182412883619,0.837882322989328,0.888170908538934,0.886109228936146
"cg12530103",0.8641829,0.9204756,0.9271376,0.9215415,0.9253062,0.9264503,0.917183,0.9049304,0.9110036,0.9360591,0.9129006,0.9212276,0.9092766,0.9072622,0.916683,0.9158998,0.9337743,0.9187719,0.9011549,0.901512,0.9200792,0.9244341,0.9392624,0.9150453,0.9087015,0.8945187,0.8772394,0.9235808,0.9408198,0.9120182,0.9151239,0.9229748,0.9291327,0.9422666,0.9226164,0.9316239,0.9004149,0.9297541,0.9080049,0.9044309,0.930095,0.9169993,0.9136508,0.9218331,0.9187149,0.9262685,0.9432361,0.9061019,0.9294142,0.9129816,0.9092994,0.8917717,0.923333,0.9307834,0.9230005,0.9243705,0.9380849,0.9219585,0.9240295,0.9395542,0.9185216,0.9165924,0.9286173,0.9097981
"cg10676604",0.911297066061467,0.870119161843383,0.931411447676504,0.894316223727393,0.930157038197498,0.930089130580961,0.936904250265856,0.958695657902415,0.899122695253107,0.917556259298076,0.842388810328598,0.937400156245918,0.837380195600092,0.854131339580283,0.816349419907967,0.904130006123459,0.821445401204804,0.754164512659858,0.682010833705461,0.93410331234792,0.897855014880072,0.761158507829106,0.930067716578105,0.814897244924613,0.898966533667397,0.849930407725494,0.917950525479227,0.777769064307422,0.92619267135083,0.768065566376416,0.867277432750333,0.941903015497734,0.904498870154287,0.920592778221064,0.930810877106691,0.852433951505463,0.916156937299784,0.873042917766112,0.858356040095198,0.797895231417739,0.770318947280036,0.810369059667331,0.916080213758118,0.748891698366235,0.896710320433925,0.879877105899698,0.859406719156306,0.876980662326875,0.853589237666567,0.856288624068476,0.85267021502917,0.806429661506358,0.772738488998963,0.787900055246415,0.841563040008605,0.87871984400909,0.945683669653771,0.791143740431377,0.857958121476191,0.783724688980829,0.922154568766682,0.867485860983482,0.820237671521634,0.909710915565149
"cg19579652",0.882024056102838,0.852746407320911,0.846702160971831,0.780078669125487,0.858340277506543,0.763924514099278,0.829881661425848,0.839071582362694,0.781573827792403,0.907433481939377,0.787295968262329,0.880884969756576,0.779062423569252,0.766187714722913,0.779866741005506,0.853746935765813,0.790402381227106,0.794306307100948,0.825212306775611,0.654675490847675,0.889474485912634,0.807406710290975,0.897090427427588,0.773145991492177,0.812071486444646,0.752065114208099,0.825512483383285,0.791155823759415,0.768897924542532,0.85083372190906,0.814059910123598,0.887398737276542,0.84951258270954,0.856675172768584,0.894679356502024,0.872577795440125,0.85115998834171,0.848268589522792,0.86461278658456,0.813897380336628,0.814810069190046,0.8444940893757,0.825077908341909,0.758736588187266,0.814513905920314,0.934619195192389,0.744140510463305,0.800234523494737,0.81996692191986,0.831169419785591,0.726588586537745,0.795387978621313,0.800264696197963,0.849950041816452,0.81321636818034,0.834495477750458,0.772399341963209,0.895073967756352,0.839119063358093,0.767381114304709,0.821351087063226,0.876850626979486,0.830109732883199,0.755041051950611
"cg20471927",0.8546248,0.9326241,0.9249192,0.9390798,0.9199903,0.9191807,0.9119464,0.9326395,0.930383,0.9366509,0.9212454,0.9167878,0.903916,0.9139494,0.9422845,0.9265816,0.9110993,0.9291079,0.9398289,0.8651832,0.9310384,0.9337384,0.9416319,0.9273701,0.9159927,0.9098161,0.9045997,0.9299674,0.9116304,0.9259469,0.9186352,0.9142094,0.9240246,0.9192176,0.9141425,0.9290242,0.9067981,0.9188389,0.9299827,0.9132665,0.9216875,0.932384,0.928735,0.9137551,0.9311941,0.8889208,0.9418868,0.925552,0.9092997,0.9276236,0.8838822,0.9315146,0.9204769,0.9265187,0.916255,0.9154158,0.9197001,0.9281262,0.9284596,0.9255006,0.9402087,0.8946064,0.9221557,0.9310424
"cg05005968",0.876669278304138,0.935385552678315,0.938374229843728,0.954903381961659,0.96660572139938,0.955816131795864,0.965190118717905,0.954216467560082,0.955661658293419,0.949165394510169,0.950536407415772,0.95051284857185,0.935920475108479,0.957911611699668,0.958236270444501,0.938126939417875,0.9551779140152,0.945474331260674,0.924556742315469,0.915585747285542,0.93978275573044,0.960999600152072,0.972957005887501,0.968447663486672,0.966440167561374,0.919662015317675,0.909634121577176,0.96005956391826,0.95830396885595,0.948699398768439,0.935790276042454,0.953015801616486,0.962550882262719,0.947871262270199,0.954031144196624,0.958806551926283,0.921888862783756,0.941350687832575,0.957703604530894,0.944321530949671,0.939736680479196,0.948298652271072,0.958760929109092,0.947356177332815,0.93400101303526,0.898239604374178,0.966977433199263,0.919348629903774,0.934135565410086,0.951129922413596,0.856954787687787,0.945709871311236,0.969269113688781,0.946385195865175,0.945421337169611,0.931231487936274,0.946604989977941,0.93806261974794,0.956711341034858,0.939633276618828,0.94824881940086,0.958316308294045,0.968280221431385,0.961883331306882
"cg01361261",0.9,0.9528728,0.9512398,0.9526281,0.9642727,0.9671311,0.9589876,0.9403115,0.9501394,0.9738528,0.9500611,0.9550309,0.9562574,0.9680945,0.9647807,0.9505261,0.9427593,0.9569582,0.9612672,0.9117751,0.9491299,0.9695042,0.9692089,0.9520157,0.9529156,0.9610924,0.9552363,0.9710481,0.9579739,0.9500759,0.9509489,0.9544724,0.9550173,0.9628812,0.9565144,0.9761248,0.9304565,0.9484593,0.9606752,0.9462903,0.9533532,0.9611029,0.9536698,0.9677997,0.9511638,0.9610403,0.9555329,0.9660717,0.9476727,0.9725823,0.9284058,0.9399971,0.9618946,0.9527944,0.9652975,0.965473,0.9435484,0.9638088,0.9599348,0.9784275,0.9665317,0.9525069,0.9670599,0.9557731
"cg12708799",0.8057237,0.8708932,0.8291857,0.8003671,0.8789132,0.8739306,0.8660747,0.8226054,0.8498778,0.8979372,0.8811106,0.8878505,0.8204682,0.7027615,0.6561061,0.8587896,0.7924725,0.8901794,0.8810928,0.8672851,0.8951883,0.8850055,0.9098105,0.8522633,0.772898,0.669576,0.8678153,0.8389974,0.8543953,0.8760645,0.8982173,0.8969901,0.8510414,0.8860435,0.8949209,0.9000298,0.8222435,0.8597488,0.8614764,0.837189,0.8769004,0.8262374,0.8676505,0.8921107,0.8800318,0.8868645,0.8546852,0.8488412,0.8736682,0.8680706,0.8499011,0.8566489,0.858398,0.8771861,0.8618345,0.8778865,0.8802503,0.8737121,0.875583,0.8802649,0.8669234,0.8560213,0.8840229,0.7702204
"cg26406407",0.7413988,0.6298995,0.7592068,0.7483519,0.8042146,0.8221446,0.8206665,0.7763474,0.8450439,0.8562186,0.8719463,0.8698014,0.7318487,0.6651235,0.6476468,0.7359377,0.6963439,0.7960322,0.7769347,0.7969727,0.8427173,0.8466229,0.8630197,0.7454631,0.7174053,0.6682427,0.7428332,0.7260535,0.7473769,0.8058167,0.8188967,0.8145186,0.8098237,0.8047802,0.8213745,0.8244585,0.7722989,0.759378,0.7628008,0.7439793,0.7766259,0.7699152,0.7625133,0.7760453,0.7819176,0.7871757,0.7732169,0.7098091,0.6874607,0.734558,0.7003831,0.7096971,0.7181954,0.7492985,0.6726374,0.7297924,0.7149236,0.7575298,0.725713,0.7045106,0.7562876,0.7096457,0.7569972,0.6966808
"cg18334288",0.938222815966912,0.944008522579936,0.935388025799025,0.929415126983735,0.945050324383828,0.960326101081465,0.950411603823982,0.936705991989913,0.957851248972787,0.954957203063666,0.963428329156803,0.961224831825754,0.946219218054442,0.896107657277051,0.86183318939613,0.954815135044262,0.923071288864336,0.945909902960468,0.957462335211185,0.962291863793263,0.956739656595565,0.966545077899768,0.963375888106775,0.968955740581037,0.91584203257109,0.87041683109072,0.966835050552447,0.954984704310724,0.967326017852202,0.961565835041918,0.964105359175577,0.958956850698127,0.966523261235976,0.958879435321811,0.967425337141111,0.960858539202525,0.946355033620905,0.953446474057951,0.960098431691619,0.955359800735629,0.959395732621462,0.958880690518637,0.937067069384108,0.960455347510206,0.955327278662555,0.959625524306392,0.960486340343158,0.945267842377244,0.961640099451481,0.95617529746949,0.944658024296611,0.958234080706039,0.961908622823453,0.969381726554599,0.963307702660681,0.957574320060742,0.957488598391368,0.970404168344587,0.952432436998891,0.951930721723238,0.963884226378624,0.95288286248074,0.967038715597391,0.930828015562052
"cg13540860",0.936191107996532,0.844733392638066,0.938362406826484,0.962157746143792,0.949128554100013,0.957196801307603,0.964970693585387,0.967742666489966,0.944935549037589,NA,0.968672095737694,0.954250474425209,0.943657096413402,0.935391154225561,0.939271704370696,0.960290068772661,0.958603074033081,0.94558684352624,0.973797480312306,0.948262319853849,0.952538288592492,0.943995479639956,0.976463890205529,0.955932937112057,0.958637896240486,0.950380112989005,0.947499743737191,0.959798030346597,0.949974043929858,0.904031292049525,0.97050220628553,0.966345062378215,0.954000999096554,0.915996738315419,0.940562244991741,0.947101219351881,0.948644519141537,0.947255893561216,0.93673305259522,0.958393203430615,0.940008020100661,0.927251612929471,0.963284360464763,0.938567435387448,0.95547313094703,0.952130839933812,0.922297898966872,0.942698405248574,0.948789889188517,0.955853936877794,0.944869636319687,0.945173660107859,0.962786907000878,0.951824991474237,0.958996322099699,0.951715819969917,0.931137881721961,0.943291024974004,0.926130227322508,0.926795928494495,0.931971109603787,0.956277668860076,0.935866402637826,0.942366635417739
"cg27081107",0.7980877,0.7833511,0.8347533,0.8258743,0.8347773,0.8467966,0.8317184,0.8099658,0.8408422,0.832616,0.8088385,0.8128185,0.8459781,0.8599086,0.8308396,0.8058861,0.8318983,0.8316692,0.8444933,0.7961462,0.8240904,0.8411303,0.8694025,0.8470588,0.8050737,0.8531221,0.8008559,0.8307869,0.8268514,0.806783,0.8416813,0.8017852,0.8304899,0.8187092,0.8562784,0.8442291,0.827063,0.8159071,0.8235649,0.8323139,0.8514669,0.8420275,0.8428999,0.8286219,0.8371999,0.8285466,0.8383164,0.7923236,0.8042578,0.8117647,0.7553424,0.8028649,0.8190029,0.8236355,0.8084511,0.8358048,0.8282843,0.8339593,0.8453937,0.8186529,0.8170882,0.8385103,0.8345722,0.8145954
"cg19462116",0.933660161031858,0.846060635333266,0.949530429261712,0.934840927709878,0.924704043274487,0.900329896438387,0.932380902236726,0.962851975922939,0.911275343195238,0.94414595579277,0.930641075124133,0.938902530934866,0.930125619722091,0.908907473089145,0.953180212652139,0.944535551982568,0.906936010259785,0.922076170978801,0.921675839579497,0.898368209005836,0.952527904209815,0.933444614285782,0.931903768453727,0.929261299223474,0.919682618785924,0.919017771672066,0.954615666885144,0.914411906722719,0.926406865739775,0.933564865883699,0.892517439879761,0.957083559109629,0.909799534272126,0.92064902864308,0.86849600682552,0.939648697246559,0.877400123595723,0.890365621495406,0.924028884777799,0.92991130724715,0.938212717851886,0.880472040684322,0.93790546130823,0.963725086716234,0.949167052250658,0.939923037169277,0.945823348126743,0.923039345915444,0.955355435917745,0.941524972584087,0.923721765604525,0.898301566996874,0.946524718843145,0.935137042880961,0.95274279151596,0.945615367586909,0.930129506762221,0.817721111994517,0.968486118331056,0.933962935943256,0.930002194680856,0.94483989245799,0.920490781340606,0.94397618802497
"cg01405879",0.930428741890319,0.920157967774503,0.922073304065373,0.964595770576381,0.921575739893274,0.96464323703122,0.95809865126473,0.972478094355908,0.934510230568402,0.95011698373745,0.97280102514959,0.966614336164051,0.951910479008593,0.937388507829317,0.96015380723091,0.958197865632433,0.943796104093923,0.946411602872498,0.954521397790081,0.964029892776526,0.952005504056388,0.963712697649003,0.967242028790713,0.873852858693859,0.954296365112575,0.935018746422579,0.93997178651703,0.938164512221103,0.956049045102222,0.96567238678691,0.968019405248209,0.960679577520078,0.965942130334727,0.950145372265186,0.944267149047596,0.962215949773841,0.904164686134182,0.924950044619396,0.950106321155084,0.964940599330514,0.949025372112202,0.949753696598412,0.955565827497294,0.950121442181589,0.966893992843782,0.963872469410632,0.965618981728382,0.945207606604709,0.944663023759486,0.95302041918147,0.818837719074672,0.970408742744565,0.966452844845833,0.964402227068219,0.958890495926942,0.966279891088613,0.928167850867389,0.945137017814235,0.950895231155729,0.962025601346446,0.959817545867306,0.950191259661369,0.963271636153607,0.947685739548316
"cg19334176",0.325889858129186,0.306203329641488,0.338912881129371,0.208967330771566,0.368814635260505,0.357445114382601,0.431943617607476,0.388230863248856,0.288833266346331,0.31516110479772,0.243575770042806,0.374714473584966,0.270690908193304,0.24415139308162,0.212710758613607,0.31716246545755,0.321372075335786,0.200366372827793,0.395155797606632,0.205001764787458,0.227812873563353,0.227003414515234,0.368837796263105,0.448776153105485,0.328395408169589,0.293404115863196,0.486898590714296,0.282883322534517,0.276761683004898,0.300636217578814,0.196746041004109,0.30004405182739,0.410993462943636,0.333096944448603,0.20325074688434,0.422883956561754,0.404368222835878,0.286878080486353,0.257058184317857,0.280629499185746,0.396448889125048,0.348855778715044,0.34447350909273,0.173319688826808,0.22843454870352,0.255998250603958,0.373691375769616,0.195453977343283,0.325230263113216,0.278182966377576,0.318157749778172,0.234135410547017,0.351721584831137,0.349442474082533,0.307939400226501,0.249642058637317,0.229255235337865,0.237110389460167,0.195888516354082,0.136292032148746,0.327817356563452,0.310802128459234,0.32520010167709,0.299900424353199
"cg10610949",0.972372209729016,0.958177411602242,0.979779450255878,0.978386798526917,0.970958506581631,0.980841115552933,0.972300280284128,0.974944718425055,0.966598972858878,0.967476638475585,0.962729130775437,0.967972960111254,0.964751825068344,0.973518545289224,0.977501603603534,0.974587222386171,0.986917899967695,0.977155704991667,0.976954311618335,0.970729139788504,0.969460526423879,0.974611915568001,0.978786326032031,0.969725588508303,0.983545307544867,0.975563047399121,0.967911813290067,0.979675963648204,0.976013801488208,0.977591008160518,0.96631589214754,0.970145622990406,0.980419068596877,0.976205439524376,0.973221890589574,0.981282586478656,0.963597640672492,0.961689776419629,0.974963857832735,0.967642857711752,0.961380421406328,0.9715713829561,0.978301858203226,0.961234636206395,0.972522124951508,0.971306702565573,0.983909666794448,0.975160976478437,0.974402526976325,0.961866582021131,0.976684481912675,0.976459215436468,0.976726364640785,0.975284526583394,0.978364128274379,0.967123711255733,0.974321363433235,0.980166803497692,0.984976293410562,0.974983410376601,0.97352918808722,0.972457357237406,0.958085072057916,0.96837146642011
